날짜,KOSPI,의약품,전기전자,비금속광물,통신업,음식료품,종이목재,서비스업,전기가스업,운수장비,보험,의료정밀,섬유의복,금융업,증권,운수창고,유통업,철강금속,화학,건설업,기계
20221025,223876,0.8744884320751967,0.8501645888338443,0.9243550529254985,0.9580411251447966,0.9846638738138527,0.9116723075410054,0.8308426310685004,0.31452949914052586,0.9343133813300701,0.9595446834857158,0.9064481215075508,0.8705154484567497,0.9847151832362826,0.8916436960669268,0.9857415063203019,0.9949507156640018,0.9941165739500282,0.9999999999999999,0.9570710289459855,0.8322506587454703
20221024,223616,0.9078899191356691,0.8868482932558241,0.9260208675801684,0.9592016041707684,0.9852637575202685,0.9180945341086026,0.8509562374441106,0.3291466119684441,0.96529240465977,0.9587862790405661,0.9549298092736218,0.8698795334051961,0.9965796466753365,0.912775938223496,0.9999999999999998,0.994162417919241,0.9999999999999998,0.9739986163516484,0.9661722372659779,0.8370834718587234
20221021,221312,0.9482914669926974,0.9117435165362118,0.917450683446047,0.9706355612438843,0.9999999999999996,0.9408638139050685,0.8710570896928829,0.3327946902298953,0.9947388848886414,1.0,0.9452772906974731,0.8835709128847984,0.9943598771049742,0.9265522906868743,0.9741677772952044,0.9999999999999998,0.9893887350522974,0.9136590506352203,0.9654923639415668,0.8806121626516745
20221020,221809,0.9377157290774278,0.9121195560830551,0.8975372383953779,0.9651255704814704,0.9531219686364434,0.9123752922920589,0.8383459623343548,0.3287916726690818,0.9610316489580413,0.8673806160275683,0.9297937966009049,0.8924323007914994,0.9378026689568468,0.8902883388722324,0.9453638360065166,0.9277871523471666,0.8948716574262086,0.8925550963357335,0.9370252070940325,0.8301631434126184
20221019,223744,0.8526331214725842,0.8589568553966513,0.8839992119988458,0.9529452304852829,0.8958902025763051,0.8941419586181181,0.8220934482460778,0.30147538099354865,0.9179877696581955,0.7912238144021697,0.884227161052829,0.8758129914181132,0.8829196278481497,0.8477728238693926,0.8859305044806212,0.8823759193371672,0.8582610789783394,0.8630456082150318,0.9359531344421309,0.7875152824650766
20221018,224995,0.8526486750075855,0.8356927890730372,0.8676385807332525,0.9484968643701269,0.9117002796951512,0.8846271067547851,0.8396020477544641,0.26761994315909177,0.9149420282692962,0.8099791395051583,0.8628264180320904,0.8851411779049969,0.88008716635807,0.8396716024999024,0.8881515889131937,0.8932167715173811,0.8441863573859616,0.8666369061703109,0.9455102262204514,0.7651100043310302
20221017,221971,0.9006427451968599,0.8855086129141283,0.9163980584208566,0.9661194490766988,0.9490071205220043,0.9312756476967596,0.861520452459348,0.31037754788238336,0.952252793893746,0.8536357238243597,0.920952921748702,0.9060740686726243,0.9420821618387167,0.8772633422044883,0.9406614397832038,0.9211071873354479,0.8603478869967878,0.903902344246985,0.9882779425854055,0.879325165908329
20221014,221255,0.931658086044451,0.8876425742773066,0.9340701449759332,0.9667421245807603,0.9229374186663284,0.9548279146175926,0.8575252153720749,0.3041359121502749,0.9421579035794183,0.8435521039590128,0.9505295550406059,0.8837023206428738,0.9350790182151987,0.8665994069282349,0.9020487902129262,0.9286615479600642,0.851325904097908,0.8830696753197868,0.9691500099413263,0.8627330743962931
20221013,216287,0.9800717761677842,0.9749973201772766,0.9919623195603307,0.9953845841738708,0.9855569489500895,0.9507819211253055,0.8503858443325503,0.3457974930474068,1.0,0.8739426389547349,1.0,0.9399226984596414,1.0,0.9222808134760584,0.9549646383857577,0.9947501797044287,0.8987486871855259,0.9230564896410364,1.0,0.8458857275606184
20221012,220247,0.9477471996791891,0.9465822901475225,0.9456533021539659,0.9710205597706073,0.9054305672657161,0.8777857178612947,0.8341323098192304,0.3071397451594866,0.9709823151055641,0.7973149213641495,0.8689472698646998,0.9795207541667885,0.9445098882973522,0.8789414267571484,0.8996819406264971,0.9106520572761367,0.8231199967360914,0.8825393857944995,0.9495421751947642,0.7749969523699822
20221011,219207,0.8344214474706988,0.9338809793648217,0.9335141938476545,0.9776123569992657,0.9161698033427457,0.8977269057848285,0.8329570097479031,0.3210971549414592,0.9760377258429163,0.8294091631015212,0.8177990851706651,1.0,0.9446026926327034,0.9065197424062156,0.9228475472863458,0.9758914637297342,0.8288826574102164,0.8783294312038074,0.9725910416918567,0.8591504938218635
20221007,223284,0.8132616531208898,0.9087446006690574,0.8750651820732323,0.9562223005584803,0.8484721430917159,0.829187131143911,0.8320743309937866,0.2916273297958585,0.9050973342722219,0.7567329963696019,0.7590890391313998,0.990497222470617,0.8880347595922129,0.9109166967746013,0.8537073414010325,0.9027000483419261,0.8072070990589271,0.8434807708252853,0.942437015822683,0.8805328617033918
20221006,223786,0.800436431870778,0.9012343328835135,0.8268427990116463,0.9525738191679,0.7843398708048364,0.8080327836730832,0.8218582554532858,0.2695740262421744,0.8721227801584144,0.7497483703690944,0.7012064369753466,0.951604240139341,0.841500403883825,0.8644497368915013,0.8243577542916014,0.8655474627649398,0.7420010016799454,0.7962101838903789,0.9110443995561405,0.8341490509240441
20221005,221522,0.8137355923204661,0.9283337542812145,0.8387572160576329,0.9627834246981458,0.8271152960138761,0.810047114767352,0.9976745271182019,0.2622288037436522,0.871774066056088,0.7303470530950662,0.6867922886383435,0.96076776316916,0.8361185716310255,0.8752907130111759,0.8155990460167024,0.8426287183491412,0.7739090663076891,0.8201454460503744,0.896936887919139,0.813055251353874
20221004,220938,0.860633991697829,0.9302161791520367,0.8963153707604503,0.9706011367829414,0.844825475151453,0.8706513146652348,0.9594333291462063,0.2889525021196113,0.905887718727127,0.7794816051457318,0.8231680770123391,0.9497594473659143,0.916713960277284,0.9216781392482546,0.8601526391064473,0.8816696883574624,0.8406278002502019,0.8541337126025529,0.9332673855491337,0.8766246304166705
20220930,215549,1.0000000000000002,0.9996242054994078,1.0,0.9999999999999999,0.9556441499987938,0.9468486471518611,0.9580641396627794,0.3231960921627419,0.9841274967477016,0.8639009668666016,0.9339641638040383,0.9487759326616292,0.9804781848413753,0.9999999999999999,0.9752244254205398,0.9722614061161978,0.8933243988293975,0.8801094933845935,0.9826967519633926,0.92544879794852
20220929,217093,0.9902310072757101,0.9984179759972693,0.9623061004168849,0.9899413695068316,0.9389425525486215,0.8425625900699529,0.9782627203447196,0.2969580975233781,0.9277791664958563,0.8603003451644065,0.9531180433194231,0.9588851834908771,0.9831876414205869,0.9781497379933818,0.9309342674889132,0.9326477090970624,0.8535897152087013,0.8852822695516095,0.9553356343774201,0.9490701614816892
20220928,216929,0.9265729451228688,1.0000000000000002,0.9257299228668394,0.989089854434524,0.8865504603185164,0.8190829121738861,1.0000000000000002,0.28811478659062084,0.9100865052340303,0.7785337483105024,0.9450030293255254,0.9287624617656525,0.9798041396757236,0.9419573561111753,0.8795955368892281,0.8679691581164171,0.7868822857747648,0.8601051170136341,0.9277021539752645,1.0
20220927,222386,0.8503668025051458,0.9475999321676605,0.8769181188413198,0.9591432256771996,0.7862064374331625,0.7647432500454765,0.9747892141458729,0.23162776712821453,0.822909904109776,0.7032949802158819,0.8601469978530374,0.9114561615440226,0.8628091341906696,0.8793000440214475,0.7736598483161854,0.7520257788877565,0.7123700484854332,0.8129512733945193,0.8810529828842607,0.8716233617863063
20220926,222094,0.9434011353846754,0.9446092459677053,0.9207740851914816,0.9625881882192814,0.8062875705816333,0.8209333549588029,0.9699072221956513,0.21621758960682835,0.8539840899791904,0.7061805727831159,0.874069056162067,0.9103249033673535,0.8758530443530828,0.8729010252030588,0.8072649139679624,0.7603641024946286,0.7209098439215669,0.7965882843540474,0.851779233589511,0.9571584545129141
20220923,229000,0.8559539614606504,0.8909877587884656,0.8213907552514019,0.9259307841704173,0.7322347924647534,0.8476680083944932,0.9152899888717252,0.16029803171102674,0.8517072377038124,0.633400705470847,0.8215511858424938,0.8623188788868064,0.8270124561547698,0.8573145097612126,0.7695733400696974,0.7013964389062883,0.6764333463386925,0.757265760560892,0.817891079512885,0.7604315775300625
20220922,233231,0.773882382908208,0.8372186273273916,0.8107048155715284,0.9047995228748388,0.6961203995141951,0.8569806108133635,0.8449911510620725,0.1366167824738711,0.7932971739499486,0.591926487890233,0.7440305177122237,0.8514885005592809,0.7618745403947802,0.8063000423973586,0.6789939522111446,0.657411550152567,0.648653210957671,0.7146158318359531,0.7785032531560173,0.6711608697379918
20220921,234721,0.7679159123155699,0.8098075252250871,0.8183806747613995,0.8987197560706291,0.7015173186403989,0.8248164586940558,0.8382314580067627,0.11823170600030242,0.7675566805888101,0.599326212203219,0.7277838912844143,0.8485858001235169,0.8292811407938778,0.7752239163253561,0.6728867100520166,0.6296412304790449,0.6204355126653482,0.7085871596193744,0.7738518492271508,0.6686073359919078
20220920,236785,0.7503795647356004,0.7574704910077552,0.8904733351835694,0.888515761652026,0.6550288395331685,0.7711118166530353,0.8201899686994787,0.10989359757349226,0.7410560009156386,0.5483362907887588,0.7177398893192519,0.8093730559525704,0.8070241164782619,0.7628369830243799,0.6298987924469552,0.5688024383379091,0.5924560196448272,0.6950671942613694,0.7542428328100098,0.6316270645084678
20220919,235566,0.825522462676963,0.7546313946482206,0.8454940846404924,0.8938459379683029,0.6212206288258049,0.7326608986994052,0.8153099374159565,0.09897511718915042,0.6979509756250082,0.5098853936061354,0.7345527802218266,0.7921438175701626,0.7562377233912958,0.7385578507101321,0.5813925425481938,0.5156343273869999,0.619881784264144,0.6658306669532653,0.7289951994605713,0.5825206231511433
20220916,238278,0.8068081558437503,0.7252764327500423,0.7582212019921961,0.10293428109941041,0.5774605234869168,0.6987554117537078,0.7945206666593456,0.06393021968786683,0.6282152963561722,0.4858042009088961,0.6717554094808658,0.7744016405181186,0.7131193710209143,0.7058976502562159,0.5330965743328473,0.4369915192948748,0.5559769071741785,0.6249217336268645,0.6906295294014168,0.48327790193341036
20220915,240183,0.7824480322480192,0.6623039927553003,0.727910544304609,0.08530247518592918,0.44239981695809494,0.5929657365281127,0.7680948483728605,0.006331515850506841,0.5645631058765659,0.4202482221746482,0.6262179105453409,0.7545528373648147,0.6806157604354022,0.6377398344275559,0.47303946237485683,0.3604102246733947,0.5077899428149222,0.5612306183237387,0.6503083894348617,0.39653337238514164
20220914,241142,0.7627672729868136,0.6838796322966088,0.748415618696245,0.08301009828412007,0.46138068866249116,0.591342407340842,0.7760495689642273,0.01898534971241106,0.6184910133728581,0.43194920592887787,0.5963207893240092,0.7459178353475435,0.6880677786791405,0.6569202653921141,0.5289439562478997,0.3756430901418504,0.5171758448769441,0.6013470035160783,0.6893956668730498,0.4524402952688553
20220913,244954,0.7436557025465393,0.6521662979350169,0.6656672889322224,0.08013045757560092,0.4890026716400784,0.6385364749998725,0.7672205626230537,0.0,0.6529090743605546,0.4319152459914357,0.5739279022071799,0.7469500222456251,0.7118799092769188,0.6809656180505311,0.5807392633460402,0.435604700822678,0.5181986312843594,0.6288474742435225,0.6993978465729925,0.47468057449610734
20220908,238428,0.7938112523058856,0.7084615101353195,0.7576545245557051,0.09676657061269625,0.5606692220555911,0.7364941316491227,0.8267458338477867,0.06500363595769643,0.6974277643290572,0.5259500025905877,0.7293568021847583,0.8358525163605988,0.7992325731659582,0.7493262650630917,0.6561338845836235,0.51137304088932,0.5740914332402418,0.6622400001392587,0.7520713022021793,0.5785229918432351
20220907,237646,0.7948168603212105,0.7301151408000923,0.759876224594791,0.09608885371131318,0.5787856437497898,0.74382576392519,0.7944695447000392,0.08019493550824919,0.7156277079100812,0.5307603721416756,0.7753319488563792,0.8188212310351158,0.802537816952122,0.7923523844083423,0.681707914183183,0.5331905924871176,0.6184197364260602,0.6744242532252472,0.7613711827561843,0.6100930619004172
20220906,241002,0.7353703330119052,0.7004154212236127,0.7231321589407216,0.09161904991778488,0.5946190053292502,0.713298550599204,0.7764243562996458,0.06258272359050454,0.6997784809883787,0.5262933535186383,0.7424699188513748,0.7987461561495985,0.7778782099749053,0.7746904612529127,0.6806182739473592,0.5221375157634218,0.5836952527223505,0.6557828837253777,0.7716959922591694,0.602399672471615
20220905,240368,0.7959863599436037,0.7373601219486099,0.7311481762552909,0.09075987510168079,0.5784076671944605,0.7109902688456913,0.7927012298992044,0.07242831164138708,0.6927700826586327,0.5212869875139559,0.7592300573438218,0.8032462712084487,0.7918350421182798,0.7781097875563653,0.7066691685989406,0.5192482241352339,0.5934957735193229,0.6716770369581028,0.7704397314242218,0.6375425138886981
20220902,240941,0.8171475239320258,0.7373014572383136,0.7554799880560124,0.09362551454023829,0.5882202955900251,0.7045135842322985,0.8048108366575275,0.08053149762021183,0.6923573336487785,0.5185610691527014,0.7615790094341746,0.8077907934736412,0.7854047149376182,0.7820971709730627,0.7243618570462413,0.5343547283036554,0.6260522784888642,0.6736691283926423,0.7603774100105526,0.7119106998339157
20220901,241561,0.7889696329365583,0.7264511532052553,0.7403783100306982,0.09137373920566413,0.5746201747554984,0.6268939904770323,0.8035928721671768,0.061346598032162136,0.701569126204715,0.5144297782683682,0.7476253410113238,0.7946656743436173,0.7910335766088377,0.7645379554794659,0.7091845899806508,0.5275090763852452,0.6063455351257037,0.6667118018576098,0.7682722968413801,0.6481384957391123
20220831,247205,0.6980456587844237,0.6752327101198932,0.6736695507470012,0.08505755240876736,0.5501845874605293,0.5775957101785538,0.7604463760186131,0.03072344078335787,0.6633025214768744,0.4683813904791203,0.7163641522969115,0.7656827237858459,0.7410910395451067,0.7393756475604468,0.6769473076203034,0.4412421445474448,0.5509616308702252,0.6280242309974083,0.7341082220765892,0.5957494098973282
20220830,245093,0.752477857745532,0.6476862670852943,0.692476003818034,0.08835189928148598,0.6531028237011252,0.5979057824950225,0.7617261361718877,0.03245688897328902,0.659608628461275,0.47716625266864865,0.6890658662629132,0.7747552535504496,0.7198442549270521,0.7466707049807705,0.6895355864782202,0.47851621887778495,0.5775319872137328,0.6147833144469376,0.7421291588853444,0.6387839622926528
20220829,242689,0.789870791361236,0.6597471508669985,0.7097319759675726,0.09056991459727817,0.6679844081142639,0.631453019441794,0.750201437436065,0.0386652552909621,0.66155667182905,0.5038277738705232,0.7282013589294949,0.7881501339444156,0.7234076962151228,0.7661127246618608,0.6789115668156513,0.5022183874372692,0.5749274784870175,0.6270826210451473,0.7384123862053337,0.6525614270914089
20220826,248103,0.8061938954375114,0.6396171740117507,0.6672746567874748,0.09375910983872007,0.6015750783028304,0.5773993320975626,0.7291806553406388,0.017102696514816884,0.6243227254225494,0.47779843589849214,0.7688836498975054,0.7867141621961107,0.6855552447539273,0.7328172585839564,0.6849815722458639,0.4486910886753377,0.5370075913586061,0.600864879290201,0.7139936508522543,0.5728578585250319
20220825,247726,0.8279826847218266,0.6328067194689453,0.6877381141770607,0.10389776265620479,0.652839092143596,0.6168021866928339,0.7290409088438292,0.03566987017218204,0.6207681997345436,0.5231370354326987,0.7653119001359534,0.805147374517353,0.7259350796314319,0.7603212829375438,0.7536421040274399,0.4568395084999126,0.5808450499610462,0.6035627589298908,0.7331366401429605,0.688041197707042
20220824,244745,0.8290542702074746,0.6008710199887446,0.6763354171526412,0.1061244649479359,0.6677756507745376,0.6055003523036575,0.7068477300453424,0.02927735587698832,0.6036231401043979,0.5243444024492798,0.77315605095988,0.807475788511246,0.7257431170978546,0.747958326709928,0.7075287975522129,0.43282171056216545,0.5726920916028051,0.5738455287995897,0.7304804431848552,0.6271158860127786
20220823,243534,0.808653141647133,0.6037546770677693,0.6866122850234282,0.11127856137111611,0.6843795413743963,0.6405009269020496,0.7186439884984035,0.04314352305285496,0.6209640044371325,0.5392105356112515,0.7792743619841853,0.7978106343510459,0.7259512813687503,0.767461823195971,0.7333238220591445,0.4473640461448396,0.5830299598229887,0.5677975444998821,0.7350822683478525,0.6255569181859295
20220822,246250,0.7359529228822104,0.5694892440291792,0.6508112372576056,0.10899365335772168,0.6253191933267761,0.6011983353817785,0.7123529088278671,0.05181503831827361,0.6216905230728547,0.5188295629879112,0.7375369446347326,0.7890151155215346,0.6905304047020486,0.7625870278615355,0.729439683247455,0.4305574891565336,0.5741321296656767,0.5422637928981072,0.7195170470040188,0.5892877929305653
20220819,249269,0.7105217890234987,0.5720937935927879,0.632240635108273,0.10614769237055463,0.5993863039265741,0.5510670518559455,0.6874580351740249,0.045161919829785235,0.62164812122555,0.4947309257898902,0.6956582442157226,0.7722015496052707,0.6666998985503443,0.7412780453873392,0.6815393186529926,0.40918221580307157,0.581649538424992,0.538365511525985,0.693455354451031,0.5757807100811512
20220818,250805,0.6726339750194159,0.579119241564509,0.6360001268450048,0.10198711576394734,0.5805972419096399,0.5700018997091001,0.684685682215193,0.045050621471013574,0.6451311033603979,0.48677377930705434,0.6889786121663422,0.767031106164242,0.655801032191039,0.7332273486471051,0.6698217021065045,0.4024551938270029,0.5600019851471687,0.5301742538263777,0.6934861566412646,0.603724313743824
20220817,251647,0.6750641404769173,0.5561690031750717,0.6216215449649756,0.09938811581885296,0.586369296380147,0.5648139724171775,0.6700103897313907,0.05888215440535749,0.6274003077955705,0.49273321679369353,0.7279171504386723,0.7781862096534641,0.6514251921975922,0.7198431599090159,0.6591622369251591,0.3879439080331848,0.5569963449220563,0.5348211750196689,0.6772703725223869,0.6466025278679806
20220816,253352,0.6737522633079176,0.5603427221200126,0.6127013255409668,0.09778491617025456,0.5777086844323898,0.5803153943083852,0.6728477117218297,0.09293512901524092,0.6265193849750335,0.5026529486354432,0.7043659367243431,0.8227345660946269,0.6440014439590733,0.7168161707686705,0.6599043584242568,0.40899557661892927,0.5512009687725388,0.5317428363953313,0.674622857112604,0.6173506849803307
20220812,252794,0.641813693776647,0.5805552418259408,0.6164988851451976,0.08328166496133907,0.5630023688236938,0.6247933101270995,0.6783965301912165,0.035017033745440296,0.6198602698178586,0.3774203015175692,0.7204159665366143,0.8550160220037515,0.6164087108499889,0.6665535277172158,0.6929455086185585,0.37230531434982805,0.5181558422357451,0.5269707736088621,0.6594655241589972,0.661091148815617
20220811,252378,0.6577232168780993,0.5743976190395499,0.6249388376461185,0.08097010929309681,0.5403187876925872,0.657944002787672,0.6602749693128169,0.05043204189814787,0.5967528519334107,0.3608268976478093,0.7482741577056591,0.823893018654874,0.5918280237446307,0.6535634256479944,0.6544032291096775,0.3807721936629431,0.49051854763957237,0.5119499713114021,0.6500537508754566,0.6747180555544103
20220810,248088,0.7181359110484884,0.5905498824059443,0.65431234575277,0.08430775435734847,0.5567656012661542,0.7220300480799522,0.6940511398115972,0.07210212338070865,0.6434008269195921,0.4146227532010047,0.8023195584071781,0.8410978023113737,0.6495227028467649,0.6700147026835898,0.7379603717754415,0.3980474741422746,0.5281470729242976,0.5432417835106237,0.6961153516479287,0.7272495789285403
20220809,250346,0.6524989572832718,0.5742755254140526,0.6539260375608973,0.08013705835482368,0.5223221981050408,0.690057249634529,0.6590770346054113,0.06465935670859735,0.6465852527120199,0.44230426604834294,0.8641559086275765,0.8074405171456938,0.6460939037037696,0.6596778427298747,0.7047573329372614,0.3771472028883103,0.5402181125776799,0.5516277851095431,0.7042108187191364,0.7489245497204697
20220808,249310,0.6049673172694539,0.5710975372603748,0.6664682046320349,0.08676911550515873,0.5145591618891507,0.8076912296333942,0.6137486615900032,0.05448595756582608,0.6789737475468878,0.494155335887994,0.8149034966524109,0.8014776328204122,0.6361075810404841,0.6543678350862482,0.6994635449114333,0.3638943977817173,0.5389202060451019,0.5508603217939793,0.713993916455986,0.6997171197949141
20220805,249080,0.5390350527834646,0.559080933337631,0.6562128170555253,0.08371779932242493,0.509659498254678,0.7696194383092383,0.5736527939663119,0.04750017383261573,0.740235041845881,0.5029659172761192,0.7410160429606725,0.768688959458733,0.5994989614794484,0.60863797978141,0.768813052963339,0.36397314797365365,0.5703214694893177,0.5723516424900631,0.7395534626152448,0.6161820086065224
20220804,247311,0.5797307501438405,0.567084283007687,0.6465616082099597,0.08181148383826028,0.5795159486337562,0.7915704492182187,0.5814757318656902,0.062185775072201244,0.7586281029540163,0.5481004608264755,0.7800081610643206,0.8092481694898517,0.6258055348864344,0.6213655441965783,0.7907450819671362,0.38317131526834625,0.5862730196563894,0.6112015322168965,0.7576589620758089,0.6793074395258114
20220803,246145,0.5821801990284656,0.5469732678160593,0.6335435938548646,0.08498492264343763,0.6379426312430989,0.8035484526946672,0.5783456958792448,0.0698966594909729,0.7309770164703309,0.6429892969946724,0.7281414191132614,0.7731023037648619,0.6448242115903837,0.6264037267749739,0.776824255372291,0.36006729798129977,0.596462021977824,0.5272214674085755,0.7649784162607686,0.6781918370022506
20220802,243962,0.6134130013195453,0.5771578556726755,0.6074851575850047,0.08575016197482963,0.6179907942306699,0.8323655995134129,0.5689323596374465,0.0799735137424693,0.7206118636298819,0.6188393700313934,0.7787404386178731,0.7943155304243076,0.6468416128509524,0.6284781245651468,0.7626246027928223,0.3622756534911462,0.6164097761473595,0.5421611056897869,0.7519127096733133,0.6830488627897302
20220801,245225,0.6409761798677907,0.6291263784912766,0.6548787362726514,0.08511716418868706,0.6192626367085512,0.8195049437639468,0.5828384721711699,0.07693932592609865,0.7340243515326017,0.649984682897486,0.7829405551671806,0.7960625021698344,0.7031269843601997,0.6501705038443478,0.7633279372136126,0.38941080664265315,0.6503188203716628,0.574737935004933,0.7490454535606806,0.7341819897234543
20220729,245150,0.6331427702196788,0.6428743475255865,0.6645070527737316,0.08730101553402733,0.6067010875854493,0.8102861247205833,0.5632519588822509,0.09218270202579193,0.7001400422661641,0.6544374574431027,0.6804821600266884,0.8185856953603727,0.6962793342337346,0.655548332264477,0.7268331142459241,0.4390002032178659,0.6749042692718004,0.5804121673031787,0.7420801303923424,0.8016390945876348
20220728,243527,0.5864530399114254,0.61618811479261,0.640827169248384,0.08898611798113895,0.5769958921394926,0.8138626323504443,0.5464250028867569,0.12446241619169629,0.7061285801523298,0.6549764454613185,0.569010167859084,0.823263203808232,0.6893865356283202,0.6508220659645537,0.7269410610832907,0.4176895290040379,0.6607475052436584,0.5631347785325053,0.7375333393717037,0.7461840356052809
20220727,241553,0.545476733695569,0.6154433779013218,0.6522935656109492,0.08800508736346471,0.5950962336479173,0.8265304254953691,0.5560416736733305,0.1198610216037026,0.674523429269321,0.6583855169393158,0.5812037624618096,0.8022280434992015,0.6815977933972968,0.6567834570158281,0.7059692857518172,0.4416690187875705,0.6644437878324518,0.5574452754576519,0.7298651688346359,0.6912433077302662
20220726,241296,0.5109148242651826,0.6780809776216168,0.6315685608336263,0.09104974449266232,0.57002321205167,0.7916957306420627,0.5444426666223545,0.1230386017585332,0.6489133300812087,0.664276358277482,0.596545348301416,0.8108599749052473,0.6654155051232378,0.6270131291204871,0.659189972493323,0.40449751613955587,0.6478143707930546,0.5517924577178704,0.6926173262116423,0.5950600693822383
20220725,240369,0.5309113530315144,0.6566375068154706,0.641216520334094,0.09158461202902127,0.5637007961830567,0.8000404497924847,0.5360293267181792,0.1235373207912851,0.6345707497994231,0.7056411521662747,0.5930973103565944,0.8076942808793215,0.6618475249604638,0.6269500810618739,0.6564465537031123,0.46885136801750993,0.6811648038332028,0.5297998373296618,0.7082779319793403,0.5599968977214327
20220722,239314,0.5499664528709938,0.7102521350870146,0.6695864545751631,0.0954501808043425,0.5866509450527904,0.8300088329307536,0.5425281547652905,0.137256211621805,0.6519385487645655,0.6510084058037391,0.6737880046766249,0.8333780928192652,0.6648784869365478,0.6374089157781532,0.6701053365411556,0.4739360245156543,0.6918709895548989,0.5680391964445296,0.7136643582740713,0.6218369494721689
